Référence;Nom produit;Marque;Fournisseur;Catégorie;Catégorie par défaut;URL Photos;Prix d'achat;Description HTML;Quantité;TVA;P transport;Prix public;Prix original;Longueur;Profondeur;Hauteur
DD7012-2;Table de préparation inox - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7012_2.pdf;403.2;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1200 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1200 x 700 x 970 mm</li> </ul>;1;20;80;630.0;630.0;1200;700;970
DD7013-2;Plan de travail inox - inox - L. 1300 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7013_2.pdf;446.08;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1300 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1300 x 700 x 970 mm</li> </ul>;1;20;80;697.0;697.0;1300;700;970
DD7014-2;Table de préparation inox - inox - L. 1400 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7014_2.pdf;446.08;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1400 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1400 x 700 x 970 mm</li> </ul>;1;20;80;697.0;697.0;1400;700;970
DD7015-2;Table de préparation inox - inox - L. 1500 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7015_2.pdf;477.44;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1500 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1500 x 700 x 970 mm</li> </ul>;1;20;80;746.0;746.0;1500;700;970
DD7016-2;Table de préparation inox - inox - L. 1600 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7016_2.pdf;477.44;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1600 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1600 x 700 x 970 mm</li> </ul>;1;20;80;746.0;746.0;1600;700;970
DD7017-2;Plan de travail inox - inox - L. 1700 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7017_2.pdf;529.92;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1700 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1700 x 700 x 970 mm</li> </ul>;1;20;80;828.0;828.0;1700;700;970
DD7018-2;Table de préparation inox - inox - L. 1800 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7018_2.pdf;529.92;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1800 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1800 x 700 x 970 mm</li> </ul>;1;20;80;828.0;828.0;1800;700;970
DD7019-2;Table inox professionnelle - inox - L. 1900 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7019_2.pdf;593.28;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1900 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1900 x 700 x 970 mm</li> </ul>;1;20;80;927.0;927.0;1900;700;970
DD7020-2;Plan de travail inox - inox - L. 2000 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7020_2.pdf;593.28;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 2000 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 2000 x 700 x 970 mm</li> </ul>;1;20;80;927.0;927.0;2000;700;970
MAK1/0-2;Équipement professionnel de cuisine - inox - L. 600 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mak10_2.pdf;398.72;<h2>Plonge inox avec évier - série 600 - long. 600 mm</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 1</li> <li>Poids : 25 kg</li> <li>Dimensions (L x P x H) : 600 x 600 x 850 mm</li> </ul>;1;20;20;623.0;623.0;600;600;850
MAK2/0-2;Matériel professionnel de restauration - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mak20_2.pdf;547.2;<h2>Plonge inox avec 2 éviers - série 600 - long. 1200 mm</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 2</li> <li>Poids : 36 kg</li> <li>Dimensions (L x P x H) : 1200 x 600 x 850 mm</li> </ul>;1;20;80;855.0;855.0;1200;600;850
MAK1/1G-2;Équipement inox professionnel - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mak11g_2.pdf;430.72;<h2>Plonge inox avec évier à droite - série 600 - long. 1200 mm</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 1</li> <li>Poids : 35 kg</li> <li>Dimensions (L x P x H) : 1200 x 600 x 850 mm</li> </ul>;1;20;80;673.0;673.0;1200;600;850
MAK1/1D-2;Matériel de cuisine professionnelle - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mak11d_2.pdf;430.72;<h2>Plonge inox avec évier à gauche - série 600 - long. 1200 mm</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 1</li> <li>Poids : 35 kg</li> <li>Dimensions (L x P x H) : 1200 x 600 x 850 mm</li> </ul>;1;20;80;673.0;673.0;1200;600;850
MAK2/1G-2;Équipement professionnel de cuisine - inox - L. 1600 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mak21g_2.pdf;636.8;<h2>Plonge inox avec 2 éviers à droite - série 600 - long. 1600 mm</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 2</li> <li>Poids : 45 kg</li> <li>Dimensions (L x P x H) : 1600 x 600 x 850 mm</li> </ul>;1;20;80;995.0;995.0;1600;600;850
MAK2/1D-2;Matériel de cuisine professionnelle - inox - L. 1600 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mak21d_2.pdf;583.04;<h2>Plonge inox avec 2 éviers à gauche - série 600 - long. 1600 mm</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 2</li> <li>Poids : 45 kg</li> <li>Dimensions (L x P x H) : 1600 x 600 x 850 mm</li> </ul>;1;20;80;911.0;911.0;1600;600;850
MAK2/2-2;Équipement professionnel de cuisine - inox - L. 2000 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mak22_2.pdf;727.68;<h2>Plonge inox avec 2 éviers et égouttoirs - série 600 - long. 2000 mm</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 2</li> <li>Poids : 58 kg</li> <li>Dimensions (L x P x H) : 2000 x 600 x 850 mm</li> </ul>;1;20;80;1137.0;1137.0;2000;600;850
MPK1/0-2;Équipement inox professionnel - inox - L. 700 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mpk10_2.pdf;419.2;<h2>Plonge inox avec évier - série 700 - long. 700 mm</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 1</li> <li>Poids : 28 kg</li> <li>Dimensions (L x P x H) : 700 x 700 x 850 mm</li> </ul>;1;20;20;655.0;655.0;700;700;850
MPK2/0-2;Matériel professionnel de restauration - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mpk20_2.pdf;833.28;<h2>Plonge inox avec 2 éviers - série 700 - long. 1200 mm</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 2</li> <li>Poids : 39 kg</li> <li>Dimensions (L x P x H) : 1200 x 700 x 850 mm</li> </ul>;1;20;80;1302.0;1302.0;1200;700;850
MPK1/1G-2;Matériel professionnel de restauration - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_mpk11g_2.pdf;461.44;<h2>Plonge inox avec évier à droite - série 700 - long. 1200 mm</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>SANS ÉTAGÈRE DE FOND</li> <li>Pieds à monter</li> <li>Plan supérieur embouti avec dosseret de 100 mm de hauteur</li> <li>Piétement en tube carré inox de 40 x 40 doté de vérins réglables</li> <li>Habillage 3 faces (bandeau périphérique)</li> <li>Construction inox</li> <li>Piétement arrière en retrait de 42mm</li> <li>À MONTER</li> <li>Nombre d'éviers : 1</li> <li>Poids : 38 kg</li> <li>Dimensions (L x P x H) : 1200 x 700 x 850 mm</li> </ul>;1;20;80;721.0;721.0;1200;700;850
